Time RPM1 RPM2 RPM3
2.054 0.0 0.0 0.0
2.057 0.0 0.0 0.0
2.150 0.0 0.0 0.0
2.152 0.0 0.0 0.0
2.154 0.0 0.0 0.0
2.155 0.0 0.0 0.0
2.156 0.0 0.0 0.0
2.222 0.0 0.0 0.0
2.226 0.0 0.0 0.0
2.228 0.0 0.0 0.0
2.337 0.0 0.0 0.0
2.339 0.0 0.0 0.0
2.340 0.0 0.0 0.0
2.343 0.0 0.0 0.0
2.393 0.0 0.0 0.0
2.396 0.0 0.0 0.0
2.398 0.0 0.0 0.0
2.400 0.0 0.0 0.0
2.402 0.0 0.0 0.0
2.464 0.0 0.0 0.0
2.465 0.0 0.0 0.0
2.467 0.0 0.0 0.0
2.547 0.0 0.0 0.0
2.549 0.0 0.0 0.0
2.550 0.0 0.0 0.0
2.551 0.0 0.0 0.0
2.647 0.0 0.0 0.0
2.649 0.0 0.0 0.0
2.650 0.0 0.0 0.0
2.653 0.0 0.0 0.0
2.654 0.0 0.0 0.0
2.656 0.0 0.0 0.0
7.045 0.0 0.0 0.0
7.046 0.0 0.0 0.0
7.047 0.0 0.0 0.0
7.048 0.0 0.0 0.0
7.049 0.0 0.0 0.0
7.052 0.0 0.0 0.0
7.056 0.0 0.0 0.0
7.058 0.0 0.0 0.0
7.058 0.0 0.0 0.0
7.061 0.0 0.0 0.0
7.061 0.0 0.0 0.0
7.062 0.0 0.0 0.0
17.621 0.0 0.0 0.0
17.624 0.0 0.0 0.0
17.626 0.0 0.0 0.0
17.627 0.0 0.0 0.0
17.629 0.0 0.0 0.0
17.630 0.0 0.0 0.0
17.632 0.0 0.0 0.0
17.634 0.0 0.0 0.0
17.636 0.0 0.0 0.0
17.638 0.0 0.0 0.0
17.639 0.0 0.0 0.0
17.640 0.0 0.0 0.0
17.641 0.0 0.0 0.0
17.642 0.0 0.0 0.0
17.643 0.0 0.0 0.0
17.644 0.0 0.0 0.0
17.645 0.0 0.0 0.0
17.647 0.0 0.0 0.0
17.649 0.0 0.0 0.0
17.650 0.0 0.0 0.0
17.654 0.0 0.0 0.0
17.655 0.0 0.0 0.0
17.656 0.0 0.0 0.0
17.657 0.0 0.0 0.0
17.658 0.0 0.0 0.0
17.659 0.0 0.0 0.0
17.660 0.0 0.0 0.0
17.661 0.0 0.0 0.0
