Time RPM1 RPM2 RPM3
0.007 0.0 0.0 0.0
0.122 0.0 0.0 0.0
0.124 0.0 0.0 0.0
0.128 0.0 0.0 0.0
0.130 0.0 0.0 0.0
0.131 0.0 0.0 0.0
0.132 0.0 0.0 0.0
0.410 0.0 0.0 0.0
0.411 0.0 0.0 0.0
0.414 0.0 0.0 0.0
0.415 0.0 0.0 0.0
0.416 0.0 0.0 0.0
0.418 0.0 0.0 0.0
0.420 0.0 0.0 0.0
0.424 0.0 0.0 0.0
0.426 0.0 0.0 0.0
0.427 0.0 0.0 0.0
0.429 0.0 0.0 0.0
0.432 0.0 0.0 0.0
0.534 0.0 0.0 0.0
0.535 0.0 0.0 0.0
0.537 0.0 0.0 0.0
0.538 0.0 0.0 0.0
0.539 0.0 0.0 0.0
0.540 0.0 0.0 0.0
0.543 0.0 0.0 0.0
0.545 0.0 0.0 0.0
0.629 0.0 0.0 0.0
0.631 0.0 0.0 0.0
0.634 0.0 0.0 0.0
0.635 0.0 0.0 0.0
0.638 0.0 0.0 0.0
0.641 0.0 0.0 0.0
0.939 0.0 0.0 0.0
0.943 0.0 0.0 0.0
0.945 0.0 0.0 0.0
0.957 0.0 0.0 0.0
0.959 0.0 0.0 0.0
0.960 0.0 0.0 0.0
0.961 0.0 0.0 0.0
0.962 0.0 0.0 0.0
0.963 0.0 0.0 0.0
0.964 0.0 0.0 0.0
0.965 0.0 0.0 0.0
0.968 0.0 0.0 0.0
0.970 0.0 0.0 0.0
0.972 0.0 0.0 0.0
0.974 0.0 0.0 0.0
1.035 0.0 0.0 0.0
1.038 0.0 0.0 0.0
1.041 0.0 0.0 0.0
1.082 0.0 0.0 0.0
1.085 0.0 0.0 0.0
1.086 0.0 0.0 0.0
1.087 0.0 0.0 0.0
1.187 0.0 0.0 0.0
1.189 0.0 0.0 0.0
1.192 0.0 0.0 0.0
1.349 0.0 0.0 0.0
1.350 0.0 0.0 0.0
1.351 0.0 0.0 0.0
1.354 0.0 0.0 0.0
1.355 0.0 0.0 0.0
1.357 0.0 0.0 0.0
1.360 0.0 0.0 0.0
1.361 0.0 0.0 0.0
1.364 0.0 0.0 0.0
1.364 0.0 0.0 0.0
1.424 0.0 0.0 0.0
1.426 0.0 0.0 0.0
1.427 0.0 0.0 0.0
1.548 0.0 0.0 0.0
1.551 0.0 0.0 0.0
1.553 0.0 0.0 0.0
1.555 0.0 0.0 0.0
1.556 0.0 0.0 0.0
1.557 0.0 0.0 0.0
1.558 0.0 0.0 0.0
1.560 0.0 0.0 0.0
2.619 0.0 0.0 0.0
2.620 0.0 0.0 0.0
2.621 0.0 0.0 0.0
2.622 0.0 0.0 0.0
2.622 0.0 0.0 0.0
2.624 0.0 0.0 0.0
2.624 0.0 0.0 0.0
2.625 0.0 0.0 0.0
2.625 0.0 0.0 0.0
2.625 0.0 0.0 0.0
2.626 0.0 0.0 0.0
2.626 0.0 0.0 0.0
2.626 0.0 0.0 0.0
2.627 0.0 0.0 0.0
2.627 0.0 0.0 0.0
2.627 0.0 0.0 0.0
2.628 0.0 0.0 0.0
2.628 0.0 0.0 0.0
2.630 0.0 0.0 0.0
2.630 0.0 0.0 0.0
2.630 0.0 0.0 0.0
2.630 0.0 0.0 0.0
2.630 0.0 0.0 0.0
2.631 0.0 0.0 0.0
2.631 0.0 0.0 0.0
2.631 0.0 0.0 0.0
2.631 0.0 0.0 0.0
2.632 0.0 0.0 0.0
2.663 0.0 0.0 0.0
2.663 0.0 0.0 0.0
2.664 0.0 0.0 0.0
2.665 0.0 0.0 0.0
2.667 0.0 0.0 0.0
2.668 0.0 0.0 0.0
2.668 0.0 0.0 0.0
2.669 0.0 0.0 0.0
2.669 0.0 0.0 0.0
2.669 0.0 0.0 0.0
2.669 0.0 0.0 0.0
2.671 0.0 0.0 0.0
2.671 0.0 0.0 0.0
2.671 0.0 0.0 0.0
2.671 0.0 0.0 0.0
2.672 0.0 0.0 0.0
2.672 0.0 0.0 0.0
2.673 0.0 0.0 0.0
2.673 0.0 0.0 0.0
2.675 0.0 0.0 0.0
2.677 0.0 0.0 0.0
2.677 0.0 0.0 0.0
2.677 0.0 0.0 0.0
2.677 0.0 0.0 0.0
2.678 0.0 0.0 0.0
2.678 0.0 0.0 0.0
2.678 0.0 0.0 0.0
2.678 0.0 0.0 0.0
2.988 0.0 0.0 0.0
2.990 0.0 0.0 0.0
2.992 0.0 0.0 0.0
2.992 0.0 0.0 0.0
2.993 0.0 0.0 0.0
2.994 0.0 0.0 0.0
2.995 0.0 0.0 0.0
2.995 0.0 0.0 0.0
2.996 0.0 0.0 0.0
2.996 0.0 0.0 0.0
2.998 0.0 0.0 0.0
3.000 0.0 0.0 0.0
3.000 0.0 0.0 0.0
3.000 0.0 0.0 0.0
3.000 0.0 0.0 0.0
3.201 0.0 0.0 0.0
3.202 0.0 0.0 0.0
3.203 0.0 0.0 0.0
3.203 0.0 0.0 0.0
3.204 0.0 0.0 0.0
3.205 0.0 0.0 0.0
3.205 0.0 0.0 0.0
3.206 0.0 0.0 0.0
3.206 0.0 0.0 0.0
3.207 0.0 0.0 0.0
3.207 0.0 0.0 0.0
3.500 0.0 0.0 0.0
3.500 0.0 0.0 0.0
3.500 0.0 0.0 0.0
3.502 0.0 0.0 0.0
3.502 0.0 0.0 0.0
3.503 0.0 0.0 0.0
3.504 0.0 0.0 0.0
3.504 0.0 0.0 0.0
3.505 0.0 0.0 0.0
3.505 0.0 0.0 0.0
3.506 0.0 0.0 0.0
3.506 0.0 0.0 0.0
3.507 0.0 0.0 0.0
3.507 0.0 0.0 0.0
3.507 0.0 0.0 0.0
3.733 0.0 0.0 0.0
3.734 0.0 0.0 0.0
3.735 0.0 0.0 0.0
3.736 0.0 0.0 0.0
3.736 0.0 0.0 0.0
3.737 0.0 0.0 0.0
3.738 0.0 0.0 0.0
3.738 0.0 0.0 0.0
3.738 0.0 0.0 0.0
3.739 0.0 0.0 0.0
3.786 0.0 0.0 0.0
3.786 0.0 0.0 0.0
3.787 0.0 0.0 0.0
3.788 0.0 0.0 0.0
3.906 0.0 0.0 0.0
3.908 0.0 0.0 0.0
3.909 0.0 0.0 0.0
3.910 0.0 0.0 0.0
3.911 0.0 0.0 0.0
3.911 0.0 0.0 0.0
4.153 0.0 0.0 0.0
4.153 0.0 0.0 0.0
4.153 0.0 0.0 0.0
4.154 0.0 0.0 0.0
4.154 0.0 0.0 0.0
4.156 0.0 0.0 0.0
4.157 0.0 0.0 0.0
4.157 0.0 0.0 0.0
4.157 0.0 0.0 0.0
4.158 0.0 0.0 0.0
4.158 0.0 0.0 0.0
4.159 0.0 0.0 0.0
4.207 0.0 0.0 0.0
4.207 0.0 0.0 0.0
4.208 0.0 0.0 0.0
