Time (s),RPM1,RPM2,RPM3,dt (s),Vx (m/s),Vy (m/s),Omega (rad/s),X (m),Y (m),Theta (rad)
15.181,50.79,-25.1,-24.83,0.0019999999999988916,0.0009932954125820225,0.1562314300241427,0.00855132154574017,9.345714050165024e-06,0.001753385801179706,4.4589033774207575e-05
15.219,49.41,-24.66,-24.41,0.038000000000000256,0.00048265129158625634,0.15866092266047466,0.005836616293124289,2.768646313044289e-05,0.007782500862277783,0.0002663804529129321
15.222,47.65,-23.89,-23.53,0.0030000000000001137,0.00041219547250314687,0.15487016114196084,0.002307499464723479,2.8923049547952378e-05,0.008247111345703684,0.00027330295130710276
15.375,47.0,-23.42,-22.94,0.15300000000000047,0.0006121209719248973,0.14945620738302304,0.001560955520254123,0.00012257755825246196,0.031113911075306276,0.0005121291459059843
15.377,47.58,-23.5,-22.92,0.002000000000000668,0.0007953484615629657,0.14698507488241255,0.00434352840418548,0.00012416825517558842,0.031407881225071196,0.0005208162027143581
15.379,48.54,-23.86,-23.34,0.0019999999999988916,0.0009747861207998029,0.14826275709089742,0.007872645232586203,0.00012611782741718693,0.03170440673925283,0.0005365614931795218
15.382,49.11,-24.11,-23.79,0.0030000000000001137,0.0008621066425072761,0.15109014700914317,0.009094262596263402,0.00012870414734470886,0.03215767718028028,0.000563844280968313
15.384,48.98,-24.12,-23.97,0.002000000000000668,0.0004941382269596922,0.15301680912142526,0.008211983389163182,0.00012969242379862856,0.03246371079852323,0.0005802682477466449
15.388,48.35,-24.06,-23.85,0.0039999999999995595,0.00018332177977734205,0.15294333447693415,0.006040219187070435,0.00013042571091773786,0.033075484136430904,0.000604429124494924
15.39,47.85,-23.93,-23.6,0.002000000000000668,0.0002893659342363016,0.15143544044202728,0.002986175777877561,0.00013100444278621066,0.03337835501731506,0.0006104014760506811
15.391,47.84,-23.82,-23.44,0.0009999999999994458,0.0005069995027326749,0.1499904426735801,0.0021717642020927844,0.00013151144228894305,0.033528345459988555,0.0006125732402527727
15.482,48.19,-23.86,-23.52,0.0909999999999993,0.0005975497407491372,0.14968681209568566,0.00393632261629308,0.00018588846869711413,0.047149845360695844,0.0009707785983354403
15.484,48.58,-23.97,-23.73,0.002000000000000668,0.0004705455356649576,0.15054564769342485,0.00549727813654728,0.00018682955976844436,0.04745093665608279,0.0009817731546085384
15.486,48.72,-24.14,-23.86,0.002000000000000668,0.0002863795827260211,0.1516973915350036,0.0059723515557550885,0.0001874023189338966,0.0477543314391529,0.0009937178577200526
15.488,48.77,-24.22,-23.96,0.0019999999999988916,0.00035651598228188095,0.15230484132089217,0.0048864694547087004,0.00018811535089845998,0.04805894112179451,0.0010034907966294645
15.489,48.81,-24.08,-24.06,0.0010000000000012221,0.00031845730851518217,0.15259802356191657,0.00400419024760852,0.00018843380820697555,0.04821153914535661,0.001007494986877078
15.492,48.85,-23.95,-24.08,0.0030000000000001137,-0.00011750755133471861,0.15263947414221582,0.00454713129813169,0.00018808128555297137,0.04866945756778328,0.0010211363807714736
15.531,48.96,-24.12,-24.24,0.0389999999999997,-0.00039162744936322114,0.15260777879446052,0.005565145767862718,0.00017280781502780585,0.054621160940767195,0.0012381770657181178
15.532,49.06,-24.28,-24.39,0.0009999999999994458,-0.0004073246955908812,0.1531836708706542,0.00407205787892392,0.0001724004903322152,0.054774344611637764,0.0012422491235970395
15.679,50.01,-25.11,-25.11,0.14700000000000024,-0.00039047393746605104,0.15371776208166127,0.0026468376213005453,0.00011500082152470561,0.07737085563764201,0.0016313342539282204
15.681,49.71,-24.88,-25.03,0.0019999999999988916,-0.0002566592705619478,0.15733075074320058,-0.0014252202576233385,0.000114487502983582,0.07768551713912823,0.0016284838134129752
15.684,49.38,-24.46,-24.81,0.0030000000000001137,-0.0005267284898986074,0.15637735990491636,-0.001357352626308003,0.00011290731751388611,0.078154649218843,0.001624411755534051
15.685,49.51,-24.44,-24.68,0.0010000000000012221,-0.0008866397034272493,0.15501541775690542,0.0007465439444694455,0.00011202067781045777,0.07830966463660011,0.0016251582994785214
15.687,49.7,-24.49,-24.49,0.0019999999999988916,-0.000687424967374624,0.15513093292153682,0.0026468376213005206,0.00011064582787570929,0.07861992650244301,0.0016304519747211196
15.69,49.66,-24.61,-24.32,0.0030000000000001137,-0.00025334468843248346,0.15538296611333163,0.0048864694547087785,0.00010988579381041181,0.07908607540078302,0.0016451113830852463
15.692,49.54,-24.72,-24.24,0.002000000000000668,0.00027060255134492875,0.1552476922164993,0.004954337086024046,0.00011042699891310184,0.07939657078521613,0.0016550200572572977
15.771,49.59,-24.82,-24.31,0.07900000000000063,0.0006140496175163023,0.15502835406147994,0.0039363226162930885,0.0001589369186968901,0.09164381075607314,0.001965989543944454
15.774,49.48,-24.91,-24.23,0.0029999999999983373,0.0006196985065981773,0.15531138728604782,0.003121911040508408,0.0001607960142166836,0.09210974491793103,0.001975355277065974
15.775,49.24,-24.85,-24.02,0.0010000000000012221,0.000927023594931118,0.15509209111875458,0.002307499464723419,0.00016172303781161585,0.09226483700904997,0.0019776627765307002
15.779,49.24,-24.71,-23.97,0.0039999999999995595,0.0012002883442935968,0.1543072346921275,0.002511102358669686,0.00016652419118878971,0.0928820659478184,0.0019877071859653777
15.781,49.31,-24.52,-23.99,0.002000000000000668,0.0010358922878288578,0.15410795512189285,0.0038005873536623505,0.00016859597576444812,0.0931902818580623,0.0019953083606727047
15.839,49.45,-24.28,-24.09,0.05799999999999983,0.0006538864624639507,0.15407578711924733,0.005429410505231842,0.00020652139058735715,0.10212667751097862,0.0023102141699761504
15.841,49.5,-24.27,-24.18,0.0019999999999988916,-1.166176254900027e-05,0.15422116796948376,0.007329704182063107,0.00020649806706225915,0.10243511984691742,0.0023248735783402683
15.843,49.55,-24.49,-24.11,0.002000000000000668,-0.0001957402278188084,0.15440924114671917,0.007126101288116817,0.0002061065866066214,0.10274393832921096,0.002339125780916507
15.89,49.59,-24.61,-24.12,0.0470000000000006,0.00032744709589432695,0.1546722673961739,0.006447424974962851,0.00022149660011365499,0.11001353489683122,0.002642154754739765
15.891,49.48,-24.65,-24.2,0.0009999999999994458,0.00047951309725850186,0.1548927973954058,0.005836616293124323,0.00022197611321091322,0.11016842769422654,0.002647991371032886
15.893,49.39,-24.46,-24.21,0.002000000000000668,0.000406334623901804,0.15478788868674348,0.004275660772870031,0.0002227887824587171,0.11047800347160013,0.002656542692578629
15.936,49.3,-24.15,-24.07,0.04299999999999926,4.325388189264955e-05,0.15440993868164912,0.004886469454708711,0.000224648699380101,0.11711763083491092,0.0028666608791311
15.938,49.22,-24.01,-23.86,0.002000000000000668,-0.0002956438477227456,0.15374932869311767,0.0073297041820630385,0.0002240574116846553,0.11742512949229726,0.002881320287495231
15.982,49.15,-24.18,-23.9,0.04399999999999871,-0.0001693934666643484,0.15321562163752842,0.009162130227578816,0.0002166040991514242,0.12416661684434832,0.003284454017508687
15.983,49.09,-24.4,-24.01,0.0010000000000012221,4.392046626673363e-06,0.15328961878533703,0.007261836550747613,0.00021660849119805087,0.12431990646313384,0.003291715854059443
15.985,49.17,-24.53,-24.03,0.0019999999999988916,0.00020207184679226227,0.15351018586267573,0.004614998929447198,0.00021701263489163518,0.12462692683485903,0.0033009458519183323
16.029,49.25,-24.51,-24.05,0.04400000000000048,0.00039910020296370113,0.1538354757901891,0.004139925510239326,0.00023457304382203822,0.13139568776962743,0.0034831025743688646
16.03,49.32,-24.33,-24.07,0.0010000000000012221,0.00029794289770364594,0.15400284382312632,0.004682866560762474,0.00023487098671974224,0.13154969061345073,0.003487785440929633
16.074,50.08,-24.97,-24.97,0.04400000000000048,-6.546289563399972e-05,0.15398063616699054,0.00624382208101669,0.00023199061931184622,0.13832483860479838,0.00376251361249437
16.075,49.92,-24.75,-24.82,0.0009999999999976694,-0.0005914068703279412,0.1571832398450967,0.0009501468384156014,0.00023139921244151967,0.13848202184464312,0.0037634637593327836
16.12,49.64,-24.56,-24.7,0.045000000000001705,-0.0007158019281289408,0.15646020025921809,0.0023753670960389188,0.0001991881256757161,0.1455227308563082,0.003870355278654539
16.122,49.53,-24.53,-24.72,0.0019999999999988916,-0.0008559650727591077,0.15554857640423653,0.0025789699899851732,0.00019747619553019883,0.1458338280091165,0.0038755132186345065
16.124,49.65,-24.64,-24.9,0.0019999999999988916,-0.0009465232340253103,0.15530736688985913,0.0019002936768311666,0.00019558314906214928,0.14614444274289606,0.0038793138059881665
16.165,49.97,-24.82,-25.05,0.04100000000000037,-0.001076231564166689,0.1558618812777549,0.0007465439444693219,0.00015145765493131464,0.15253477987528408,0.003909922107711409
16.166,49.97,-24.77,-24.97,0.0010000000000012221,-0.0010305602830616711,0.1568778348773028,0.0006786763131539882,0.0001504270946482517,0.15269165771016158,0.003910600784024563
16.216,49.68,-24.64,-24.76,0.05000000000000071,-0.0009757208165289949,0.1567419123279548,0.0015609555202541776,0.00010164105382180126,0.16052875332655941,0.0039886485600372735
16.218,49.5,-24.6,-24.42,0.0019999999999988916,-0.000839008635747042,0.15577900038142525,0.001900293676831163,9.996303655030811e-05,0.1608403113273221,0.003992449147390934
16.307,49.4,-24.64,-24.18,0.08899999999999864,-0.00029237136968391974,0.1550062496244533,0.0032576463031390415,7.394198464843966e-05,0.17463586754389823,0.004282379668370305
16.308,49.45,-24.75,-24.19,0.0010000000000012221,0.0001723405592358466,0.15458945802161891,0.003936322616293077,7.411432520767572e-05,0.17479045700192003,0.004286315990986602
16.309,49.43,-24.77,-24.19,0.0010000000000012221,0.00035212282218847053,0.15482061749305645,0.0034612491970853533,7.446644802986462e-05,0.17494527761941328,0.004289777240183692
16.31,49.41,-24.87,-24.27,0.0009999999999976694,0.0003879524475636477,0.15479983056802427,0.00318977867182369,7.485440047742737e-05,0.17510007744998093,0.004292967018855508
16.337,49.69,-24.95,-24.34,0.027000000000001023,0.00042310494346986565,0.1549465938420697,0.0018324260455157306,8.627823395111417e-05,0.17928363548371698,0.004342442522084435
16.339,49.57,-24.81,-24.04,0.0019999999999988916,0.00043034806445398923,0.15569019659995176,0.0027147052526159164,8.713893008002167e-05,0.1795950158769167,0.004347871932589664
16.4,49.18,-24.61,-23.55,0.06099999999999994,0.0007228039989137674,0.15497937311288132,0.004886469454708728,0.00013122997401376145,0.18904875763680246,0.004645946569326896
16.402,49.18,-24.5,-23.4,0.0020000000000024443,0.0012097565393172599,0.15344266165845055,0.006922498394170602,0.00013364948709239892,0.18935564296011972,0.0046597915661152544
16.405,49.26,-24.48,-23.55,0.0030000000000001137,0.0012814520361409515,0.1531707480613625,0.008687056808371,0.00013749384320082192,0.18981515520430384,0.0046858527365403685
16.452,49.33,-24.53,-23.76,0.0470000000000006,0.0009676946913089762,0.1534730205031223,0.008347718651793973,0.00018297549369234437,0.19702838716795068,0.00507819551317469
16.454,49.47,-24.64,-23.88,0.0019999999999988916,0.0006151492906164925,0.15389078825220154,0.007058233656801412,0.0001842057922735767,0.19733616874445492,0.005092311980488285
16.455,49.52,-24.68,-23.91,0.0009999999999976694,0.0005921194946740541,0.15442476838313968,0.006447424974962859,0.00018479791176824936,0.1974905935128377,0.005098759405463233
16.599,49.42,-24.64,-23.8,0.1440000000000019,0.0006083539149374699,0.15460288594807894,0.006311689712332087,0.0002724008755192462,0.21975340908936136,0.006007642724039065
16.6,49.18,-24.53,-23.55,0.0010000000000012221,0.0005970032660776763,0.1542376252471496,0.006651027868908971,0.0002729978787853246,0.2199076467146087,0.0060142937519079825
16.601,49.04,-24.43,-23.47,0.0009999999999976694,0.0008551951629538245,0.15335952639242661,0.00746543944469379,0.00027385307394827644,0.22006100624100075,0.006021759191352659
16.603,48.99,-24.33,-23.55,0.0020000000000024443,0.0008206756664476276,0.1528776121888438,0.007736909969955376,0.0002754944252811737,0.2203667614653788,0.006037233011292589
16.606,49.93,-24.97,-25.11,0.0030000000000001137,0.0004925907864639239,0.15274999240616716,0.007533307076009206,0.00027697219764056554,0.22082501144259734,0.006059832932520617
16.608,49.79,-24.9,-25.17,0.0019999999999988916,-0.0012054170058320745,0.1570123791075737,-0.001018014469730899,0.00027456136362890275,0.22113903620081232,0.006057796903581157
16.609,49.74,-24.83,-24.94,0.0010000000000012221,-0.0014390472503198572,0.15670727146091348,-0.0019002936768311544,0.00027312231637858115,0.22129574347227343,0.006055896609904323
16.65,49.84,-24.85,-24.73,0.04099999999999682,-0.0011460102111767562,0.15629016031398624,-0.0002036028939461129,0.0002261358977203378,0.22770364004514637,0.006047548891252533
16.656,49.92,-24.94,-24.75,0.006000000000000227,-0.0007276026490691249,0.15630316452302787,0.0017645584142003277,0.00022177028182592288,0.22864145903228458,0.006058136241737736
16.659,49.86,-24.94,-24.85,0.0030000000000001137,-0.000604006746989796,0.15658666413359018,0.0015609555202541487,0.00021995826158495343,0.22911121902468537,0.006062819108298499
16.7,49.87,-24.87,-24.86,0.04100000000000037,-0.000785989645700092,0.15656461807028418,0.00047507341920772285,0.00018773268611124938,0.23553036836556707,0.006082297118486016
16.701,49.88,-24.81,-24.8,0.0010000000000012221,-0.0009338857048162282,0.1565218330439374,0.000950146838415601,0.000186798800406432,0.2356868901986112,0.0060832472653244325
16.703,49.89,-24.76,-24.75,0.0019999999999988916,-0.0009333973913056699,0.15641711433903682,0.0018324260455157178,0.0001849320056238217,0.2359997244272891,0.006086912117415462
16.803,49.9,-24.71,-24.84,0.10000000000000142,-0.000933460704079736,0.15633333666509017,0.0025789699899851646,9.158593521584678e-05,0.2516330580937983,0.006344809116413982
16.806,49.77,-24.66,-25.0,0.0030000000000001137,-0.001228104024190879,0.15639431017912972,0.0023753670960389296,8.7901623143274e-05,0.2521022410243357,0.006351935217702099
16.807,49.64,-24.62,-25.0,0.0009999999999976694,-0.0016091109353700088,0.1562348055374243,0.0007465439444693297,8.629251220790774e-05,0.25225847582987276,0.006352681761646567
16.809,49.68,-24.59,-24.93,0.0020000000000024443,-0.0016797823417058924,0.15592019051341738,0.00013573526263080914,8.293294752449185e-05,0.2525703162109,0.006352953232171828
16.81,49.71,-24.7,-24.79,0.0009999999999976694,-0.0016071411039205981,0.15589970744522488,0.0010858821010464646,8.1325806420575e-05,0.2527262159183448,0.006354039114272872
16.904,49.73,-24.8,-24.52,0.0940000000000012,-0.001154069321964536,0.15593400221095358,0.0014930878889387869,-2.7156709844092762e-05,0.26738401212617463,0.0064943893758331196
16.909,49.76,-24.75,-24.35,0.004999999999999005,-0.0005039789644417126,0.1558020642819629,0.0027825728839313093,-2.9676604666300823e-05,0.2681630224475843,0.006508302240252773
17.009,49.64,-24.7,-24.34,0.10000000000000142,-0.0002874048345911824,0.15563592575599952,0.004479263666816333,-5.841708812541947e-05,0.28372661502318447,0.0069562286069344125
17.011,49.52,-24.65,-24.33,0.0019999999999988916,-0.0004274831113460827,0.15532112505806223,0.0040720578789239,-5.927205434811116e-05,0.2840372572733004,0.006964372722692256
17.012,49.42,-24.61,-24.25,0.0010000000000012221,-0.0004991103751231874,0.15500646464989434,0.003664852091031579,-5.977116472323496e-05,0.28419226373795053,0.006968037574783292
17.014,49.33,-24.65,-24.17,0.0019999999999988916,-0.0004247932447295988,0.15467187327929074,0.0038005873536622772,-6.0620751212693686e-05,0.2845016074845089,0.006975638749490612
17.016,49.25,-24.76,-24.11,0.0019999999999988916,-0.00020671124567052593,0.15444301046656728,0.0034612491970853424,-6.1034173704034506e-05,0.2848104935054419,0.006982561247884779
17.018,49.25,-24.78,-23.97,0.0020000000000024443,0.0001013623246901465,0.15432997313599894,0.0025789699899850913,-6.083144905465396e-05,0.2851191534517143,0.006987719187864755
17.02,49.32,-24.65,-23.85,0.0019999999999988916,0.0003916452086337094,0.1542063408933745,0.003393381565769911,-6.004815863738698e-05,0.28542756613350084,0.006994505950996291
17.024,49.31,-24.54,-23.82,0.004000000000001336,0.00037326679943086886,0.15409102776968234,0.005565145767862725,-5.8555091439663e-05,0.2860439302445798,0.007016766534067749
17.056,49.38,-24.59,-23.86,0.03200000000000003,0.00022591192702818108,0.15392247040495521,0.00644742497496282,-5.13259097747612e-05,0.2909694492975384,0.0072230841332665595
17.059,50.01,-25.11,-24.97,0.0030000000000001137,0.00021055282442061535,0.15416349390340492,0.006311689712332183,-5.069425130149933e-05,0.2914319397792486,0.007242019202403557
17.316,49.79,-25.17,-24.9,0.2569999999999979,-0.0008843968962957803,0.1571820695048666,-0.00047507341920774275,-0.000277984253649513,0.33182773164199897,0.007119925333667169
17.316,49.44,-25.08,-24.69,0.0,-0.0006260628245835078,0.15671262817990375,-0.0019002936768311466,-0.000277984253649513,0.33182773164199897,0.007119925333667169
17.318,49.35,-25.0,-24.43,0.0020000000000024443,-0.0004009565123249995,0.15566700685239615,-0.0022396318334081807,-0.000278786166674164,0.33213906565570417,0.007115446070000347
17.32,49.48,-24.93,-24.34,0.0019999999999988916,-6.990898631710372e-05,0.1551248027640046,-0.0005429410505231961,-0.00027892598464679814,0.332449315261232,0.007114360187899301
17.322,49.46,-24.72,-24.33,0.0019999999999988916,-3.4210477592392466e-05,0.15522977802307036,0.001425220257623321,-0.0002789944056019829,0.332759774817278,0.007117210628414547
17.324,49.29,-24.45,-24.39,0.0020000000000024443,-0.0003954658397014617,0.15495493164086935,0.0027825728839313397,-0.0002797853372813868,0.3330696846805601,0.0071227757741824166
17.325,49.36,-24.43,-24.52,0.0009999999999976694,-0.0009907644035913332,0.15437472206636227,0.003054043409192846,-0.0002807761016849758,0.33322405940262606,0.007125829817591602
17.327,49.49,-24.63,-24.64,0.0020000000000024443,-0.0012651643899414377,0.1546345730734477,0.0027825728839313926,-0.00028330643046486177,0.3335333285487733,0.007131394963359472
17.329,49.4,-24.89,-24.53,0.0019999999999988916,-0.0011252560857730695,0.15524295995022738,0.001493087888938758,-0.00028555694263640666,0.3338438144686736,0.007134381139137348
17.331,49.38,-24.97,-24.36,0.0019999999999988916,-0.0004544068518416892,0.15521632934600282,-0.00013573526263080423,-0.00028646575634008953,0.33415424712736547,0.007134109668612086
17.332,49.44,-24.9,-24.42,0.0010000000000012221,4.478528578827365e-08,0.1550834321854877,0.00033933815657709684,-0.00028646571155480376,0.33430933055955114,0.007134449006768664
17.333,49.49,-24.69,-24.47,0.0009999999999976694,-0.00023661757937447114,0.1551969387390794,0.0008144115757847373,-0.00028670232913417766,0.33446452749828987,0.007135263418344447
17.335,49.54,-24.5,-24.52,0.0020000000000024443,-0.0007078714855548901,0.15513074341781916,0.002239631833408158,-0.00028811807210528916,0.33477478898512586,0.007139742682011269
17.376,49.58,-24.48,-24.57,0.04100000000000037,-0.001143568043000343,0.15508574542293335,0.003529116828400745,-0.0003350043618683036,0.3411333045474662,0.007284436471975701
17.393,49.77,-24.6,-24.68,0.01699999999999946,-0.0012938096615618029,0.1551998421394568,0.0035969844597160366,-0.0003569991261148536,0.3437717018638369,0.007345585207790871
17.429,49.79,-24.71,-24.78,0.03599999999999781,-0.001289854676875587,0.15583866923995124,0.003325513934454457,-0.0004034338944823719,0.3493818939564748,0.007465303709431224
17.52,49.59,-24.66,-24.73,0.09100000000000108,-0.0012923283451314555,0.15610044120076916,0.0020360289394619822,-0.0005210357738893357,0.36358703410574494,0.0076505823429222665
17.523,49.34,-24.55,-24.68,0.0030000000000001137,-0.0013172446027477536,0.15557661562843364,0.0013573526263079992,-0.0005249875076975792,0.3640537639526303,0.00765465440080119
17.525,49.18,-24.45,-24.79,0.0019999999999988916,-0.0014214124276097286,0.15488464709559777,0.0007465439444694042,-0.000527830332552797,0.3643635332468213,0.007656147488690129
17.526,49.19,-24.5,-24.95,0.0010000000000012221,-0.0018000449866963143,0.15455710706484857,-0.0004072057878924404,-0.0005296303775394956,0.3645180903538863,0.007655740282902236
17.527,49.34,-24.55,-24.88,0.0010000000000012221,-0.002001338041990694,0.15479642873378874,-0.0017645584142003238,-0.0005316317155814887,0.36467288678262033,0.007653975724488033
17.529,49.47,-24.52,-24.53,0.0019999999999988916,-0.0017856595873987943,0.15509130490752618,-0.000610808681838564,-0.0005352030347562843,0.3649830693924352,0.007652754107124357
17.53,49.52,-24.64,-24.14,0.0010000000000012221,-0.0012041096603945423,0.1549700887983827,0.002850440515246771,-0.0005364071444166802,0.36513803948123374,0.007655604547639607
17.532,49.5,-24.74,-23.93,0.0019999999999988916,-0.00027817796010720295,0.15479914865207225,0.005022204717339483,-0.0005369635003368943,0.3654476377785377,0.007665648957074281
17.575,50.08,-25.11,-25.11,0.04299999999999926,0.00028373256206782753,0.1546463810146389,0.00563301339917808,-0.000524763000167978,0.37209743216216706,0.007907868533238934
17.577,49.92,-25.03,-25.03,0.0020000000000024443,-0.0012452989235978446,0.15747264389319893,-0.0009501468384155941,-0.0005272535980151768,0.37241237744995387,0.0079059682395621
17.728,49.5,-24.66,-24.59,0.1509999999999998,-0.0012410257476458885,0.15697000714374457,-0.0009501468384156743,-0.0007146484859097057,0.39611484852865925,0.007762496066961334
17.729,49.25,-24.48,-24.27,0.0009999999999976694,-0.001078130281088205,0.1552433452416899,0.0016966907828849355,-0.0007157266161907914,0.39627009187390055,0.007764192757744215
17.73,49.32,-24.45,-24.19,0.0010000000000012221,-0.0008163388619039705,0.15419814898129547,0.003393381565769879,-0.0007165429550526963,0.39642429002288204,0.007767586139309989
17.731,49.68,-24.58,-24.2,0.0010000000000012221,-0.0007264189061991497,0.15423026562410924,0.004614998929447089,-0.0007172693739588964,0.3965785202885063,0.007772201138239442
17.734,49.93,-24.84,-24.2,0.0030000000000001137,-0.0005164808242727688,0.15513251661178032,0.006108086818385925,-0.0007188188164317147,0.3970439178383417,0.0077905253986946
17.737,49.79,-24.85,-24.2,0.002999999999996561,-5.395017273750025e-05,0.15593202698888964,0.006040219187070482,-0.0007189806669499271,0.39751171391930784,0.007808646056255791
17.739,49.44,-24.65,-24.13,0.0020000000000024443,-3.643050270837027e-05,0.15564943289867345,0.0050222047173394384,-0.0007190535279553439,0.39782301278510557,0.007818690465690482
17.74,49.21,-24.54,-23.93,0.0009999999999976694,-0.0002658386182733739,0.15463183836755104,0.004479263666816334,-0.0007193193665736167,0.39797764462347274,0.007823169729357288
17.783,49.21,-24.36,-23.74,0.043000000000002814,-9.698622072892161e-05,0.15382679679195896,0.005022204717339477,-0.0007234897740649606,0.4045921968855274,0.0080391245322029
17.784,49.28,-24.28,-23.71,0.0009999999999976694,-0.0001089536157310881,0.153439467498748,0.007533307076009229,-0.0007235987276806914,0.4047456363530258,0.008046657839278892
17.856,49.42,-24.42,-23.76,0.07200000000000273,-0.0002010493450364404,0.15347015183981563,0.00875492443968649,-0.0007380742805233156,0.4157954872854929,0.008677012398936344
17.858,49.48,-24.47,-23.88,0.0019999999999988916,-0.00013882473423174006,0.15396357537242006,0.008415586283109313,-0.0007383519299917789,0.4161034144362376,0.008693843571502553
17.86,49.38,-24.6,-24.06,0.0019999999999988916,-0.0002710174555495861,0.15426614501891175,0.007669042338639983,-0.0007388939649028778,0.41641194672627524,0.008709181656179826
17.964,49.3,-24.71,-24.15,0.1039999999999992,-0.0003650733445611535,0.15438053838047605,0.004886469454708741,-0.0007768615927372374,0.4324675227178446,0.00921737447946953
17.965,49.22,-24.66,-24.09,0.0010000000000012221,-0.00040764002042330174,0.15442255340496333,0.002986175777877557,-0.0007772692327576613,0.43262194527124975,0.009220360655247412
17.967,49.29,-24.55,-23.96,0.0019999999999988916,-0.00038735697204540597,0.15413998810327478,0.003189778671823712,-0.0007780439467017517,0.4329302252474561,0.009226740212591057
17.969,49.5,-24.37,-23.91,0.0020000000000024443,-0.000351099665505808,0.15403560503572195,0.005293675242601005,-0.0007787461460327642,0.4332382964575279,0.009237327563076271
17.972,49.7,-24.29,-24.09,0.0030000000000001137,-0.0005903522540630521,0.1542323822812121,0.008279851020478563,-0.0007805172027949535,0.4337009936043716,0.009262167116137709
17.981,49.72,-24.43,-24.25,0.009000000000000341,-0.0010706005139637699,0.15475157602324335,0.008958527333632643,-0.0007901526074206277,0.43509375778858084,0.009342793862140406
17.982,49.53,-24.56,-24.32,0.0009999999999976694,-0.0011226784574517243,0.1551071819153057,0.007058233656801433,-0.0007912752858780768,0.4352488649704958,0.009349852095797192
18.136,49.36,-24.53,-24.38,0.15399999999999991,-0.0010131876552012871,0.15491970417767764,0.004411396035500969,-0.0009473061847790749,0.45910649941385817,0.01002920708526434
18.138,49.35,-24.5,-24.44,0.0020000000000024443,-0.001278410880945095,0.15459272803982904,0.0030540434091929367,-0.0009498630065409683,0.4594156848699382,0.010035315172082735
18.14,49.34,-24.47,-24.5,0.0019999999999988916,-0.001442693957538426,0.15460155351966445,0.002782572883931368,-0.0009527483944560436,0.45972488797697736,0.010040880317850595
18.141,50.22,-24.97,-25.11,0.0009999999999976694,-0.0016068931976661897,0.15461037787082768,0.002511102358669827,-0.000954355287653706,0.4598794983548478,0.010043391420209258
18.142,50.2,-24.9,-25.1,0.0010000000000012221,-0.001836973780947934,0.15761367542570745,0.0009501468384156054,-0.0009561922614346562,0.4600371120302737,0.010044341567047674
18.144,49.89,-24.83,-24.95,0.0019999999999988916,-0.0019446838212582142,0.15748692322623406,0.0013573526263079947,-0.0009600816290771705,0.460352085876726,0.010047056272300289
18.145,49.76,-24.78,-24.73,0.0010000000000012221,-0.0017911770226642482,0.15660877424324682,0.0007465439444694518,-0.0009618728060998368,0.46050869465096944,0.010047802816244759
18.147,49.71,-24.8,-24.47,0.0019999999999988916,-0.001477387026537693,0.15605688436691278,0.0016966907828849952,-0.0009648275801529105,0.4608208084197031,0.010051196197810527
18.237,49.73,-24.89,-24.3,0.08999999999999986,-0.0009664997790675676,0.155705954723192,0.002986175777877566,-0.0010518125602689914,0.4748343443447903,0.010319952017819507
18.238,49.68,-25.04,-24.22,0.0010000000000012221,-0.0005363516291953299,0.15566867035339124,0.0036648520910314347,-0.0010523489118981874,0.47499001301514393,0.010323616869910542
18.241,49.64,-25.11,-24.3,0.0030000000000001137,-0.00011944618822674294,0.15564156080078922,0.002850440515246783,-0.0010527072504628676,0.4754569376975463,0.010332168191456282
18.242,49.68,-24.96,-24.29,0.0010000000000012221,-0.00013967152876707677,0.15571467228810032,0.0015609555202541541,-0.0010528469219916348,0.47561265236983463,0.010333729146976538
18.244,49.63,-24.67,-24.14,0.0019999999999988916,-0.000392967244315481,0.15562827672190574,0.002918308146562173,-0.0010536328564802653,0.4759239089232783,0.01033956576326966
18.308,49.81,-24.48,-24.08,0.06400000000000006,-0.0006419471419430638,0.1550601924759632,0.005565145767862671,-0.0010947174735646214,0.48584776124173995,0.01069573509241287
18.31,49.83,-24.39,-23.95,0.0019999999999988916,-0.000934187251747962,0.15517261719948977,0.00848345391442485,-0.0010965858480681163,0.4861581064761388,0.01071270200024171
18.311,49.55,-24.45,-23.83,0.0010000000000012221,-0.0008622529814706737,0.15498489379644603,0.010112277065994345,-0.001097448101049588,0.4863130913699354,0.010722814277307717
18.549,49.45,-24.57,-24.01,0.23799999999999955,-0.0005303933276279964,0.1543391606717573,0.008619189177055564,-0.0012236817130250508,0.5230458116098136,0.012774181301446938
18.551,49.43,-24.61,-24.18,0.0019999999999988916,-0.0009571550098099604,0.15444106896428558,0.005904483924439683,-0.0012255960230446697,0.5233546937477419,0.01278599026929581
18.553,49.41,-24.5,-24.19,0.0020000000000024443,-0.0011970295887867208,0.15461605190603267,0.004343528404185461,-0.0012279900822222461,0.5236639258515543,0.012794677326104191
18.555,49.39,-24.26,-24.19,0.0019999999999988916,-0.0014141351090834577,0.15446666108298512,0.004886469454708669,-0.0012308183524404116,0.52397285917372,0.012804450265013603
18.556,49.38,-24.19,-24.05,0.0010000000000012221,-0.0018471665062972026,0.15416788220100308,0.006379557343647457,-0.001232665518946711,0.5241270270559213,0.012810829822357258
